period	words	title	genre	left	node	right	form	period_short
1930	bahagia	S 29Sep32:7	newspapers	akan bertambah-tambah banyak gelombang dan kehidupan bertambah keras senantiasa. Sebab itu kita harus memperbaiki hati kita supaya pelayaran kepada selamat <phr>mencapai daratan</phr>	<w>kebahagiaan</w>	<phr>yang masih dicita-cita itu</phr>, mudah-mudahan jangan tenggelam di dalam huru-hara kesesatan yang datang hendak memaling haluan kita daripada kebenaran Allah, supaya dapat	nominalised	1900s
1930	bahagia	WM 13Jan34:16	newspapers	di atas dunia ini tidak boleh mendapat sesuatu benda atau pekerjaan melainkan dengan ilmu yang berguna dan manfaat yang ialah beredar pusingan <phr>cakerawala</phr> <collo>kehidupan</colloc> dan	<w>kebahagiaan</w>	. Adapun, orang kaya yang tiada menjalankan pekerjaan dan perusahaan itu tertegahlah ia daripada kelazatan dan kesedapan bahkan iaitu seolah-olah mendedahkan dirinya	nominalised	1900s
1930	bahagia	WM 13Jan34:16	newspapers	dengan pekerjaan perusahaan dan melobakan kepada kelebihan dan ketinggian dan menggunakan otak fikiran bagi mencapaikan angan-angan dan cita-cita. Maka inilah yang dikatakan	<w>kebahagiaan</w>	<phr>yang maha besar</phr>, bahkan iaitu semulia-mulia daripada pelbagai kebahagiaan. Bahwa bumi yang elok subur itu tidak boleh menambahkan sesuatu perkara pun dengan ketiadaan	nominalised	1900s
1930	bahagia	WM 13Jan34:16	newspapers	dan menggunakan otak fikiran bagi mencapaikan angan-angan dan cita-cita. Maka inilah yang dikatakan kebahagiaan yang maha besar, bahkan iaitu <phr>semulia-mulia daripada pelbagai</phr>	<w>kebahagiaan</w>	. Bahwa bumi yang elok subur itu tidak boleh menambahkan sesuatu perkara pun dengan ketiadaan, diusaha dan dikerjakan dia. Tetapi sebaliknya, pada bumi yang kering	nominalised	1900s
1930	bahagia	S 2Feb35:6	newspapers	iaitu daripadanya dikehendaki untuk menjadi ukuran kepada khas atau umum bagi mengetahui kebusukan dan kerendahan budi pekerti seseorang, kerana <phr>iri dan dengki hatinya di atas</phr>	<w>kebahagiaan</w>	<colloc>seseorang</colloc> itu walaupun di dalam rumah tangganya sendiri. Jika orang-orang Melayu pada masa ini berkehendak akan mendapati kelayakannya menyambut tujuan Cina-Cina itu	nominalised	1900s
1930	bahagia	S 15Jan36:2	newspapers	demikian lebih senang dan bahagialah kehidupan Melayu dizaman kuno daripada kita sekarang ini? Di manakah yang kita sekarang ini katakan sudah berada di dalam kemajuan padahal	<w>kebahagiaan</w>	dan <colloc>kelimpahan</colloc> umat Melayu yang bodoh di zaman dahulu pun <phr>belum dapat kita menyamai</phr> betapa pula <phr>mengatasinya</phr>? Ya, boleh jadi sebab2 kita memandang dan menilik perubahan	nominalised	1900s
1930	bahagia	S 15Jan36:2	newspapers	bukan Melayu kita apa sekadarkan dapat titik “kemajuan di mata sahaja” camkanlah! Pada pendapatan kita sekira umat Melayu kita masih teringin lagi <phr>mencapai akan</phr> <colloc>kemajuan</colloc> dan	<w>kebahagiaan</w>	<colloc>hidup</colloc> sebagaimana <colloc>kemahuan</colloc> agama untuk keselamatan di dunia dan di akhirat perlulah rasanya dari hari ini kita melangkah dan mencari bekas2 sejara perjalanan umat2	nominalised	1900s
1930	bahagia	S 15Jan36:2	newspapers	dan mencari bekas2 sejara perjalanan umat2 Melayu kita di zaman yang lalu di atas hal kehidupan kerana jika kita perhatikan dengan perhatian yang sesuai <phr>nyatalah</phr> <colloc>kehidupan</colloc> dan	<w>kebahagiaan</w>	<phr>yang selalu itu ada</phr> lebih <colloc>beruntung</colloc> dibanding keadaan umat kita sekarang, coba buka segala lipatan telah dahulu kala tentu sahaja mereka itu sekaliannya ada yang	nominalised	1900s
1930	bahagia	S 14Mar36:2	newspapers	sampailah cita2 sebarang apa jua yang dihajatkan bagi kebanyakan kaum dan tanah air kita Melayu ini, bahkan dipeliharakan Tuhan juga paduka tuan2 yang berhormat <phr>di dalam</phr>	<w>kebahagiaan</w>	dan <colloc>keselamatan</colloc>. Bahwa kita berharap dengan harapan yang penuh akan cita2 itu berjaya kelak dan jua kita berkata ‘hiduplah bahasa Melayu dan tulisannya’ di alam	nominalised	1900s
1930	bahagia	S 16May36:3	newspapers	kita. Berusaha atau berpenat lelah kepada memajukan ilmu pelajaran dengan menghamburkan titik peluh dan wang ringgit itu bukannya menjadi <colloc>kerugian</colloc> atau <colloc>kerusakkan</colloc> bahkan	<w>kebahagiaan</w>	dan <colloc>keselamatan</colloc> <colloc>anak2 bangsa</colloc> kita juga dan kepada pelajaranlah tempat seorang itu yang dikatakan pandai membelanjakan harta dan wang ringgitnya. Syahdan adalah	nominalised	1900s
1930	bahagia	S 18Jul36:4	newspapers	tuan itu belum cukup” hatta orang yang cukup sadar itu adalah ia memandang lebih lanjut kepada tawarikh2 yang telah lalu dan seyogyanya yang lagi akan datang <phr>hendaklah dicita2</phr>	<w>kebahagiaan</w>	. Barang ketahuilah kiranya adalah sifat2 tuan dan sejenis tuan itu bukanlah bagaimana sifat hewan hamba abdi bahkan ialah sifat pemerintah dan pihak kami laki2 ialah	nominalised	1900s
1930	bahagia	PK 92:5d	newspapers	hendak diserang , tetapi kasihan tak nampak terang. | Kerana mereka kurang perusahaan , asyik duduk di dalam kelekaan , tidak dijaga lubuk <colloc>kebinasaan</colloc>. , akhirnya <phr>terlepas</phr> <phr>semua</phr>	<w>kebahagiaan</w>	. | Sungguhpun umat Melayu begitu , dapat juga menaikkan mutu , ialah syarat kemajuan yang tertentu , dapat ditirunya satu-persatu. | Kemajuan Melayu sekarang ini , ada	nominalised	1900s
1930	bahagia	S 10Feb37:3	newspapers	yang amat sadar ini menjaga qalamnya kepada kemajuan bangsanya. Tetapi ingat baik2 dengan neraca kesempurnaan fikiran yang telah dikaruniakan oleh <colloc>Tuhan</colloc> yang telah <phr>meninggikan</phr>	<w>kebahagiaan</w>	kita dengan hewan itu. Maka tiada sekali gunanya kelab2 itu didirikan manakala di dalamnya diadakan dengan permainan yang membawa kepapaan (paku, biliard, dam dan ......	nominalised	1900s
1930	bahagia	S 17Mar37:3	newspapers	artinya tiada bergerak menurut kemahuan peredaran masa. Bersatu atau bersekutu itu ialah suatu pergerakan yang selamanya dipandang mulia bahkan ialah tangga <colloc>kebajikan</colloc> dan <phr>asas</phr>	<w>kebahagiaan</w>	tetapi <colloc>cita2</colloc> yang tersebut ini tiada akan jaya jika hanya Majlis Kuala Lumpur dan Warta Melayu Singapura sahaja suka -- tulis teropong di dalam “Warta Malaya” daripada .	nominalised	1900s
1930	bahagia	S 23Feb38:7	newspapers	.... daripada agama Islam. Dan biasanya agama Islam ini iaitulah agama yang bersetuju dengan muslihat alam dan isinya pada <phr>mengatur</phr>, <phr>memelihara</phr> dan <phr>menjalankan</phr> <phr>segala</phr> <colloc>kemajuan</colloc>,	<w>kebahagiaan</w>	, <colloc>keamanan</colloc>, <colloc>kesejahteraan</colloc> dan <colloc>keutamaan</colloc> ramai sama ada di dalam masa kehidupan atau kematian pun. Syahdan bahwa Islam itu -- bahkan daripada perjalanan atau pengetahuan .	nominalised	1900s
1930	bahagia	S 26Oct38:3	newspapers	... perkara yang mudah bahkan amat sukar sekira kiat hendak memimpikan sesuatu pergerakkan rakyat jelata sedangkan mereka masih gulita jika lebih dahulu tidak mereka <phr>dilatihkan</phr>	<w>kebahagiaan</w>	<colloc>agama</colloc> yang berarti <colloc>keinsafan</colloc> di dalam Islam. Kerana perasaan kebanyakan mereka masih buta tentang sifat ketuhanan yang sebenar2nya yakni bukan cara ajaran semata2 di ...	nominalised	1900s
1930	bahagia	PK 125:12b	newspapers	. Beginilah selalu nasib pemuda , diucuh nafsu amalan tergoda , pelajaran sendiri balik mempersenda , dik kebolehanmu kurang berpada. | Fikir kepada <colloc>saksama</colloc> <colloc>menajuk</colloc> <colloc>kerja</colloc> , agar	<w>kebahagiaan</w>	dapat <phr>ditaja</phr> , <colloc>kecekalan</colloc> <colloc>hati</colloc> bermula dipuja , buktinya kesenangan itulah raja. | Hidup mudamu biar bermakna , sebagai dikenang pemuda pembina , kelemahan kaumnya yang .	nominalised	1900s
1940	bahagia	PK 146:10c	newspapers	.... terbuka , nekadkan hati melawan puaka , niat yang baik segeralah jangka , nusa dibangkitkan janganlah leka. | K Kemajuan kelak dapat dirasa , kehidupan kita boleh <colloc>berjasa</colloc> ,	<w>kebahagiaan</w>	<phr>didapati</phr> <colloc>sepanjang masa</colloc> , kalau bersekutu sahaja sentiasa. | Y Yang membawa kita beredar , ialah Persekutuan sudah ditindar , yakkut keamanan tempat bersandar , yaum ..	nominalised	1900s
1940	bahagia	PK 146:11d	newspapers	........... didapati sepanjang masa , kalau bersekutu sahaja sentiasa. | Y Yang membawa kita beredar , ialah Persekutuan sudah ditindar , yakkut <colloc>keamanan</colloc> <colloc>tempat</colloc> <colloc>bersandar</colloc> , <colloc>yaum</colloc>	<w>kebahagiaan</w>	<phr>tidak terhindar</phr>. | T Teruna perawan ibu dan bapa , tetapkan hati Persekutuan disapa , tidakkan kekacauan kelak menyerupa , tentukan kemajuan lekas berupa. | §	nominalised	1900s
1940	bahagia	PK 221:3d	newspapers	. bagailah dia walau berkepuk , supaya keselamatan dapat dikapuk. | Persatuan kebangsaan segeralah bantu , supaya hidupnya tinggi bermutu , jangan nantikan ini dan itu , <phr>balasnya</phr>	<w>kebahagiaan</w>	<phr>teranglah</phr> tentu. | Sokonglah persatuan sampai berjaya , supaya kebangsaan hidup bermaya , kebolehan kita tunjukkan gaya , musuh persatuan sama ditoya. | Jangan peduli ..	nominalised	1900s
1940	bahagia	PK 262:t	newspapers	§	<w>Kebahagiaan</w>	: oleh Ismail Ahmad K.S. : Nun! Di sebalik gunung yang hijau , nampak berbayang kebahagiaan kita ; dari sini dah dapat ditinjau , bila kubuka pelupuk mata. | Tetapi ....	nominalised	1900s
1940	bahagia	PK 262:1b	newspapers	§ Kebahagiaan : oleh Ismail Ahmad K.S. : Nun! Di sebalik gunung yang hijau , <phr>nampak berbayang</phr>	<w>kebahagiaan</w>	kita ; dari sini dah dapat <phr>ditinjau</phr> , bila kubuka pelupuk mata. | Tetapi masih jauh lagi , sungguhpun kita mara mendapatkannya ; kepenatan kita tak akan berasa rugi , ..	nominalised	1900s
1940	bahagia	PK 262:3d	newspapers	... akan berasa rugi , jika telah dapat memperolehinya. | Jangan putus harap wahai saudaraku , kita mesti tekun dan tawakal ; walau menempuh sebarang liku , manakala <phr>dapat</phr> itulah	<w>kebahagiaan</w>	<phr>yang kekal</phr>. | Kebahagiaan yang dicita-cita , kebahagiaan yang diingini sentiasa ; kebahagiaan untuk Melayu rata , kebahagiaan yang mendatangkan sentosa. | Itulah yang ..	nominalised	1900s
1940	bahagia	PK 262:4a	newspapers	. telah dapat memperolehinya. | Jangan putus harap wahai saudaraku , kita mesti tekun dan tawakal ; walau menempuh sebarang liku , manakala dapat itulah kebahagiaan yang kekal. |	<w>Kebahagiaan</w>	<phr>yang dicita-cita</phr> , kebahagiaan yang diingini sentiasa ; kebahagiaan untuk Melayu rata , kebahagiaan yang mendatangkan sentosa. | Itulah yang dicita siang dan malam , ...	nominalised	1900s
1940	bahagia	PK 262:4b	newspapers	Jangan putus harap wahai saudaraku , kita mesti tekun dan tawakal ; walau menempuh sebarang liku , manakala dapat itulah kebahagiaan yang kekal. | Kebahagiaan yang dicita-cita ,	<w>kebahagiaan</w>	<phr>yang diingini sentiasa</phr> ; kebahagiaan untuk Melayu rata , kebahagiaan yang mendatangkan sentosa. | Itulah yang dicita siang dan malam , yang tak dilupai setiap saat ; ...	nominalised	1900s
1940	bahagia	PK 262:4c	newspapers	kita mesti tekun dan tawakal ; walau menempuh sebarang liku , manakala dapat itulah kebahagiaan yang kekal. | Kebahagiaan yang dicita-cita , kebahagiaan yang diingini sentiasa ;	<w>kebahagiaan</w>	<phr>untuk</phr> Melayu <phr>rata</phr> , kebahagiaan yang mendatangkan sentosa. | Itulah yang dicita siang dan malam , yang tak dilupai setiap saat ; moga-moga dapat berkecimpung di dalam ,	nominalised	1900s
1940	bahagia	PK 262:4d	newspapers	..... menempuh sebarang liku , manakala dapat itulah kebahagiaan yang kekal. | Kebahagiaan yang dicita-cita , kebahagiaan yang diingini sentiasa ; kebahagiaan untuk Melayu rata ,	<w>kebahagiaan</w>	<phr>yang mendatangkan</phr> <colloc>sentosa</colloc>. | Itulah yang dicita siang dan malam , yang tak dilupai setiap saat ; moga-moga dapat berkecimpung di dalam , kebahagiaan yang dicari dengan .	nominalised	1900s
1940	bahagia	PK 262:5d	newspapers	......... untuk Melayu rata , kebahagiaan yang mendatangkan sentosa. | Itulah yang dicita siang dan malam , yang tak dilupai setiap saat ; moga-moga dapat <phr>berkecimpung di dalam</phr> ,	<w>kebahagiaan</w>	<phr>yang dicari</phr> dengan taat. | §	nominalised	1900s
1940	bahagia	S 27Jan40:3	newspapers	.. itu supaya mereka itu menjadi guru. Jangan kalau digunakan jentera tenunan kepunyaan datuk moyang kita. Ilmu tenunan ilmu meliputi diri sendiri ketauhi ilmu serba serbi <phr>mutu</phr>	<w>kebahagiaan</w>	. §	nominalised	1900s
1940	bahagia	S 14Feb40:3	newspapers	§ Bertekun Pada Pekerjaan <phr>Moto</phr>	<w>Kebahagiaan</w>	. [Oleh] Hatih. Sesungguhnya sesuatu umat yang telah berkemajuan seperti umat di benua Barat sana mereka telah sempurna dalam darahnya perasaan suka bekerja. Bahkan .....	nominalised	1900s
1940	bahagia	S 14Feb40:3	newspapers	suka bekerja. Bahkan dengan yakinnya hati mereka itu pada membuat sesuatu pekerjaan dengan tekunnya. Maka dengan sebab itulah mereka itu masa ini telah <phr>sampai ke muncak gunung</phr>	<w>kebahagiaan</w>	dengan <colloc>sepenuh2</colloc> <colloc>kejayaan</colloc> pada serba serbinya. Akan tetapi bagi pihak umat Melayu masih tinggal lagi di belakang umat Barat kerana umat Melayu kekurangan pada serba .....	nominalised	1900s
1940	bahagia	S 14Feb40:3	newspapers	kadarkan setakat berpelajaran sahaja namanya iaitu kebanyakannya pula masih belia, dan antaranya di bangku sekolah lagi. Tetapi sememang begitu pun adalah harapan <phr>mendapat</phr> jua	<w>kebahagiaan</w>	lambat lawannya. Maka bagi belia2 Melayu yang telah ada sedikit sebanyak pelajaran itu haraplah pula tekun membuat sesuatu pekerjaan dan janganlah diharapkan semata2 ...	nominalised	1900s
1940	bahagia	S 14Feb40:3	newspapers	..... atau besar, menjual serba serbi kain2 dan sebagainya. Contohlah perniagaan orang2 Cina. Moga2 boleh maju. Tambahan pula tiap2 pekerjaan yang <colloc>bertekun</colloc> itu akhirnya <phr>beroleh</phr>	<w>kebahagiaan</w>	tetapi syaratnya mahulah tekun dan selalu2 mahu mencoba -- tak pada dengan sekali dua sahaja. Seyogyalah jika dihalusi hal2 penghidupan seseorang yang telah berada pada	nominalised	1900s
1940	bahagia	PK 290:10d	newspapers	jangan dilawan , kelak kemahuan dagang menawan. | Bersatulah hati penulis-penulis khas , zahirkanlah hati kemesraan ikhlas , berkhidmat di akhbarmu janganlah culas , <colloc>rahmat</colloc> dan	<w>kebahagiaan</w>	kaum <phr>dibalas</phr>. | Bersatulah hati dengan kaummu yang melarat , sucikanlah hatimu daripada berkarat , pikullah bebanan sesama berat , janganlah dibiar dirinya seorang .....	nominalised	1900s
