period	words	genre	title	citation	syntax	form
1950s	gembira	prose texts	Sikka 244	....... Lio. Paduka Tuan Wakil Raja Lio dalam pakaian adat, Paduka Tuan Ketua Dewan Perwakilan Rakyat Flores, dan Paduka Tuan H.P.B.* Ende bersama ribuan rakyat menantikan dengan gembira kedatangan itu. Paduka Tuan Wakil Raja Lio berpidato antara lain, bahwa oleh keindahan alam Kelimutu dapatlah rakyat Lio memandang wajah bapaknya dengan matanya sendiri. ...	non-nominal	root
1950s	gembira	prose texts	Sikka 246	..... dan tepat dengan waktu yang sudah sudah. Santapan malam dilangsungkan di gedung dewan perwakilan rakyat. Seri Raja Endeh pidato yang lengkap tersusun dibawah ini: Sangatlah gembira pada hari penting ini oleh karena paduka tuan ketua dan ketua muda dari Flores Federasi berhalangan, maka hendaklah saya melahirkan sepata dua kata. Pertama, selaku tuan ...	non-nominal	root
1950s	gembira	prose texts	Sikka 250	.... Paduka Yang Mulia dan Seri minister minister yang mulia sempat membenarkan apa apa yang Flores membutuhi selama berjalan dalam pelawatan ini. Mendahuluilah kami sebab syukur gembira sebelum mendapatnya moga moga perjalanan beliau yang mulia beserta permaisuri bahkan paduka menteri menteri tetap dalam perlindungan Maha Tuhan agar maksud maksud yang suci	non-nominal	root
1820s	gembira	letters&documents	WBrn 8:11	.. afiat segala yang mencium dia, serta beberapa menadahkan kedua tangan kepada hadrat Tuhan Malik al-Manān meminta doakan safkat* fī dār al-qarār wa-al-baqā dan nuwab* yang amatgembira, maka tiadalah hijab dalamnya seperti kaca yang amat nipis demikianlah adanya. Syahadan maka jadilah beta menyuruhkan Nakhoda Nasaruddin dan Muhammad dengan sebuah perahu ..	non-nominal	root
1920s	gembira	newspapers	PK 10:110b	. memandang kanan dan kiri , hanya ingat sedap sendiri. | Di Surabaya kudengar khabar , memikul kelentong tiadalah ghubar. | Oleh usaha setumu perwira , laki-laki perempuan samagembira. | Demikianlah pergerakan yang mendapat sokongan , dapatlah berjalan dengan kelapangan. | Syarikat Mahmudiah ambil umpama , mengapakah ia masyhur nama? | Kaum bistari ada ..	non-nominal	root
1930s	gembira	newspapers	S 23May31:8	. hari di dalam hutan rimba seperti keadaan ... di manakah Melayu mendapat pertolongan? Tidakkah menambahi lagi bilangan Melayu diperhambakan oleh mereka itu -- kasihan! Berasagembira darah gemuruh kita memikirkan? Apakah patut kita mesti buat? Bolehkah jadi kita berdiam diri berpeluk tubuh sahaja? Inilah masa -- inilah waktu -- kita bersama-sama bangun .	non-nominal	root
1930s	gembira	newspapers	M 2Jun32:6	ini berhaluan makan gaji direntap oleh peraturan belajar paksa di dalam sekolah-sekolah Melayu itu. Sebahagian besar dari umat Melayu itu hidup dengan pertanian dan perniagaan. Gembirakepada pertanian semakin malap apabila anak-anak muda Melayu itu gembira kepada makan gaji. Tetapi mata penghidupan muka anak-anak Melayu oleh kerana mutu pelajaran kerani .	non-nominal	root
1930s	gembira	newspapers	M 2Jun32:6	.......-sekolah Melayu itu. Sebahagian besar dari umat Melayu itu hidup dengan pertanian dan perniagaan. Gembira kepada pertanian semakin malap apabila anak-anak muda Melayu itu gembirakepada makan gaji. Tetapi mata penghidupan muka anak-anak Melayu oleh kerana mutu pelajaran kerani itu semakin berganjak ke atas, sedang desakkan anak-anak dagang semakin ..	non-nominal	root
1930s	gembira	newspapers	M 2Jun32:6	.... Melayu di kota Kuala Lumpur ini serentak pula dengan titah Duli Yang Maha Mulia Sultan Selangor. Kebanyakan sekolah-sekolah Melayu telah berkira hendak menyemaikanperasaangembira kepada pertanian. Menilik kepada beberapa banyak mesyuarat dan menilik kepada sokongan penghulu-penghulu serta ketua-ketua satu-satu mukim sebagaimana selalu kita siarkan ..	nominal	root
1930s	gembira	newspapers	M 2Jun32:6	.. mesyuarat dan menilik kepada sokongan penghulu-penghulu serta ketua-ketua satu-satu mukim sebagaimana selalu kita siarkan di dalam Majlis ini, kita boleh berharap bahwa benihgembirakepada pertanian itu akan bercambah dengan suburnya. Dan akan diiringi pula dengan perasaan gembira kepada berniaga, iaitu satu daripada mata pencarian yang mulia di dunia,	nominal	root
1930s	gembira	newspapers	M 2Jun32:6	.... selalu kita siarkan di dalam Majlis ini, kita boleh berharap bahwa benih gembira kepada pertanian itu akan bercambah dengan suburnya. Dan akan diiringi pula denganperasaangembirakepada berniaga, iaitu satu daripada mata pencarian yang mulia di dunia, asal sokongan daripada penghulu-penghulu dan ketua-ketua satu-satu mukim itu bukannya hanya ........	nominal	root
1930s	gembira	newspapers	M 2Jun32:6	......... dan tanaman sendiri dengan cukup untuk jualan tidak ada halangannya membuka pasar khas kira-kira satu atau dua buah bangku di dalam Market Kuala Lumpur supaya perasaangembirakepada pertanian dan perniagaan itu dapat dihidupkan semula. Kita tak dapat mengembirakan hati murid-murid itu kepada perasaan ini dengan mulut dan rotan, tetapi jika murid-	nominal	root
1930s	gembira	newspapers	M 14Jul32:6	....... kita mengadu dan jika boleh kepada siapa? Kita tidak syak atas policy kerajaan tentang menerima dan menolak kaki tangan kerajaan. Orang-orang Melayu amnya sangat-sangat gembiramenyambut circular kerajaan yang baru itu sebagaimana keterangan di atas. Tetapi kita khuatir kalau-kalau policy dan circular baru itu hanya tertanggal di atas kertas ......	non-nominal	root
1930s	gembira	newspapers	S 9Aug32:1	orang yang tak tahu iaitu: Siapa hendak melihat pati kebajikan insan yang syatar bacalah suratkhabar dan majalah. Siapa hendak merasai tersingsing tangan baju hemahnya dan naik gembira hatinya mencapai perkara yang memberi manfaat selalulah perhatikan suratkhabar dan majalah. Siapa hendak mendengar petir atau halilintar pergerakan kemajuan baru di dalam ..	non-nominal	root
1930s	gembira	newspapers	M 19Sep32:7	hilang langsung perniagaan mereka. Sebab kelazatan kasih sayang kepada kebangsaan itu belum termeterai di kalbu umat-umat Melayu kita. Kerana benih perasaan yang membangkitkangembira hasad dengki itu telah berumbi dan berakar di seluruh anggota umat Melayu hingga gelaplah cahaya kebenaran dan kasih sayang kepada bangsanya itu menerusi hatinya. Bagaimana	nominal	root
1930s	gembira	newspapers	M 14Nov32:5	.... taat dan jasanya, tetapi dikhuatirkan jika selamanya di bawah orang, tentu sahaja ketaatan dan jasa mereka selalu terlindung, ditakuti juga kalau-kalau mereka tidakbegitugembira bertenaga, dan akhirnya boleh membawa kepada kecacatan nama Melayu dan akan menjadi senjata pula bagi bangsa asing yang memang mendendam jawatan-jawatan itu. §	non-nominal	root
1930s	gembira	newspapers	M 13Dec34:7	...... (berkhutbah) Yang Maha Mulia Paduka Seri Sultan Iskandar Shah KCMG, KCVO, GCMG, kepada kami askar-askar Melayu adalah titahnya itu memberi berangsang dan menaikkandarahgembirakepada anak-anak Melayu supaya memasuki jawatan askar dan menyuruh taat kepada Raja dan Kerajaan serta Tanahair. Di Teluk Anson, diucapkan oleh Yang Teramat Mulia Raja Muda	nominal	root
1930s	gembira	newspapers	M 13Dec34:5	........ perusahaan bangsa kita, jika kita enggan menolong perusahaan itu dengan modal kita sekalipun supaya tiap-tiap rumah perusahaan kaum kita itu subur hidupnya. Kita mesti gembira dan merasa megah membeli di kedai kaum kita daripada membeli di kedai bangsa asing berpangkis pada tukang gunting bangsa sendiri serta memakai pakaian yang ditempah pada ...	non-nominal	root
1930s	gembira	newspapers	S 2Feb35:6	... pun oleh orang-orang Melayu yang dikatakan masih kekurangan di dalam segala serba serbinya itu pun, telah menyambut dan menerima khabar yang mengandungi cita-cita itu dengangembira dan perasaan terima kasih yang memenuhkan perhatian kesukaan. Akan tetapi ajaib bahwa cita-cita yang suci bersih ini, tidak demikian penerimaannya kepada setengah daripada .	non-nominal	root
1930s	gembira	newspapers	S 4Sep35:6	.. diperkatakan hal-hal dan sifat-sifat yang memberi petunjuk kepada kita bagaimana seorang yang menjadi pemimpin atau penganjur kepada umatnya itu, tiada syak lagi atau memberigembira dan dahsyat bagi perhatian seseorang bila mempelajari bagaimana hebat dan tugasnya rupa dan hati keberanian seseorang penganjur yang sejati itu. Bahkan di dalam kitab-kitab	nominal	root
1930s	gembira	newspapers	S 23Feb38:7	...... agama Allah yang sebenar di tengah2 kaum dan agama2 asing di dalam atau di luar Indonesia raya itu. Kita percaya bahwa perkhabaran ini akan disambutdengan suka cita dan gembira oleh segenap kaum muslimin dan muslimat. Mudah-mudahan berkekalan perdiriannya dengan mencapaikan cita2nya yang kebajikan bagi khas dan am. Hanya sedikit kita hendak .......	non-nominal	root
1930s	gembira	newspapers	PK 144:2a	§Semasa Muda:oleh Long Muar : Aduhai pemuda Melayu bestari , 'semasa hidup' kepala diberi , gunakan masa mudanya hari , apa dilihat atau didengari. | Masa mudamu sangatgembira, badan sihat sudah ketara , tuntutlah ilmu segala perkara , walau jauh di Cina negara. | Carilah ilmu tanam di hati , dunia akhirat sama diberati , nilainya tinggi tiada ..	non-nominal	root
1940s	gembira	newspapers	PK 180:6c	.......... tangan | bersama melangkah meningkat tangga , untuk menaiki mahligai bahagia. | Percaturan zaman hampir beredar , suara serunaiku makin melangsing ; darah mudaku makingembira, bangsaku sudah insaf dan sedar ; desak himpitan si bangsa asing , di hutan, di laut, di pekan pusara. | Syukur aku ke hadrat Izzati , bangsaku sedar dari terlena ; haknya	non-nominal	root
1940s	gembira	newspapers	PK 201:5c	pakaian emas berpeti , tetapi 'budiman' terang bercahaya , perasaan tinggi menyuluh hati. | Berani bersyarah penenang suara , membela bangsa hidup melarat , tampil ke muka wajahgembira, tidak takut menentang jerat. | Kalau dinda sungguh berani , kakanda turut sama berjuang , biarpun diri hancurlah pani , asalkan tenaga sudah kubuang!! | mari dinda! .....	non-nominal	root
1940s	gembira	newspapers	PK 215:1d	§Oh Pemimpin:oleh Roslani Ashikin : Mari ikut aku , ke hadapan kita mara ; jangan takut jangan kaku , bergerak bekerja dengangembira. | Demikianlah ujar seorang pemimpin , kepada bangsanya mengajak maju ; angkat tangan sentengkan kain , singsing segala tangan baju. | Mari kita bekerja dan bergerak , ke ..	non-nominal	root
1940s	gembira	newspapers	PK 215:10d	;quick march jangan kempunan , ke hadapan silalah berlari. | Berjalan pujangga berderet-deret , mengikut pemimpin yang cintakan bangsa ; hatinya tulus tidaklah senget ,beranigembira sepanjang dewasa. | Di sana sini orang berteriak ; di tepi jalan sesak berdiri , oh pemimpin ... oh pemimpin ...! , kehidupan kami sudah koyak. | Padahal kami di negeri ....	non-nominal	root
1940s	gembira	newspapers	PK 224:16c	....... luka! ; masihkah lagi menghargakan jiwa kamu? , cis, sesia, kamu membuang baka. | Mendengarkan titah Putera Negara , rakyat Melaka tampil melawan ;semangat mereka makingembira, seolah tidak membilang lawan. | Tun Sallehuddin hulubalang bakti , tampil ke hadapan gajah baginda ; tetapi sudah ajalnya pasti , ditombak Peringgi tepat di dada! | 30 ...	non-nominal	root
1940s	gembira	newspapers	PK 236:4c	... berkebun berhuma , hidup mewah adil saksama , di dewasa tamadun Melayu bercengkerama. | Bersama Melayu dan perwira , bersatu kemahuan sebulat suara , terkenal bangsa perasaangembira, tempik sorak berkibar bendera. | Bersama Melayu sedar dan ingat , hapuskan hidup yang bahang hangat , panaskan darah girangkan semangat , menentang musuh yang sentiasa ...	non-nominal	root
1940s	gembira	newspapers	PK 239:4a	.... tersanding. | Latihan yang kuat telah diberi , kerana menyelamatkan harta sendiri ; terpaksa meninggalkan anak isteri , membuat jasa tidak terperi. | Orang memandang berhatigembira, melihatkan latihannya sangat sempurna ; baik di selatan mahupun di utara , disebabkan ianya sangat berguna. | Wahai sekalian rakan pemuda , cuba pula dibuat begitu ;.....	non-nominal	root
1940s	gembira	newspapers	PK 248:2a	§Oh Watan:oleh al-Jabtis : Oh watan kekasihku , tempat tumpah darah yang asli ; yang tak luput di ingatanku , umpama cinta sudah tajalli. | Aku minta dengangembira, kehidupanmu subur serta makmur ; khazanahnya banyak tidak terkira , mahupun di darat atau di sumur. | Engkau kutilik dengan saksama , hancur hatiku bagai terhempas ;.....	non-nominal	root
1940s	gembira	newspapers	PK 249:7d	...... , supaya pergerakan segera mara. | Pujangga Melayu mengadakan bicara , menyiasat selidik segenap pada kara* , membetulkan haluan membulatkan suara , menuntut haknya dengan gembira. | Pujangga Melayu mengumpulkan tentera , menebus kaum membela bendera , kebangsaan berjalan ke puncak menara , keselamatan Melayu cuba disara. | Kalau kita datang dari ....	non-nominal	root
1940s	gembira	newspapers	PK 280:8a	... diri daripada penjelma! |L Lelaki Melayu keras berkawal , lilitan gunung dibongkar awal , 'luar takrif' begitulah bual , larikan diri sebelum terjual! |U Umat Melayu giranggembira, anjuran kebangsaan nyata mesra , ikatan masyarakat cermat pelihara , itulah asas diketapakkan segera! |Y Yang mengerti berpura-pura tak mengerti , menuduh takrif serba ..	non-nominal	root
1940s	gembira	newspapers	PK 284:5b	. deras , simpulan bangsa membahanakan pemuras , simpaian yang teguh dapat diaras , saksama binaan mewarisi waras. |I Idaman kebangsaan subur ketara , anjuran sebangsaku meracup gembira, isyarat halanya mengandungi cura , insaflah kita! peredaran mara! |I Insan di alam berbagai bangsa , ada yang berpenawar ada yang bisa , umpama ikan dikuasai kisa ,.....	non-nominal	root
1940s	gembira	newspapers	PK 303:3b	., terutama pemuda, semangat berjuang, memang ada di dalam sanubari , kalau tidak! dagang menolak, kita nak ke tepi. | Kaum bangsaku! Ayunkan tangan, menentangkemajuan,dengangembira, bangkit berjuang, membela watan , watanmu menangis, watanmu meratap, di alam kesedihan , kerana dagang, berjaya dahulu mara ke hadapan. | Malaya asal, memang hak, .........	non-nominal	root
1750s	gembira	verses	Bid 154:5d	....., Menari pun tiada lama antara , Dihinggap kepada Bujangga Indera | Bujangga Indera bangun menari , Mengisarkan keris sebelah kiri , Sikapnya Indera bangun menari , Seolah gembira ia sendiri | Panji kainnya terkibar-kibar , Seperti merak akan menyambar , Segala yang menonton tiada kabar , Melihat paras bagai digambar | Sampailah kepada empat puluh ...	non-nominal	root
1750s	gembira	verses	KT 153:71b	........| Apatah gunanya orang durhaka , yang menurut kata si celaka , bencinya aku memandang muka , sebab perbuatannya hatiku duka | Setelah ia mendengarkan sabda , bangkitlah gembira tua dan muda , melepaskan geram di dalam dada , suatu pun pikir sudah tiada | Lalu ditarikkannya keluar kota , serta maki palu dan nista , sekaliannya itu geram semata ,...	non-nominal	root
1810s	gembira	verses	Maul 108b	.... muka | Lepaslah daripada sekalian bercinta , pulang mengadap duli makota , tiada suatu apa sengketa , masing duduk bersukacita | Selang tiada berapa dura , Berma pula datang gemira, membawa angkatan berlaksa tentera , beratus perahu kapal dan bahtera | Mari memukul negeri Salang , palunya keras bukan kepalang , beribu pahlawan dan hulubalang ,........	non-nominal	root
1810s	gembira	verses	Maul 316a	... keras terlalu , hendak undur mereka malu | Sama muda bermalu-maluan , tampil beratur sama haluan , menyempurnakan nama anak bangsawan , masing-masing mengadap lawan | Bangkit gembira segala johan , anak pegawai yang pilihan , digunturnya meriam tiada perlahan , perahunya bagai tiada bertahan | Tatkala tampil perahu sekalian , ada juga tinggal kemudian ,	non-nominal	root
1810s	gembira	verses	Maul 320c	, sorak tempik jangan dikata , genderang perang berbunyi serta , segenap perahu dipukulnya rata | Angkatan Legor terlalu cura , tiada suka ke hadapan mara , di belakang kawan ia gembira, perahu kawan tiada dikira | Laku mereka terlalu takut , tampilnya itu sebagai bangkut , kawan beratur tiada diikut , ia di belakang duduk tersangkut | Dikerah Ka Long ....	non-nominal	root
1810s	gembira	verses	Maul 666c	.. kawan dipintaskannya , Wazir pun sangat ingat jaganya , Berma tiada sampai maksudnya. | Di sebelah kanan Wazir memelihara , membantu Siam kalaukan cedera , karena Berma sangat gembira, ke perahu Siam dihalanya mara | Siam berhimpun di pihak kanan , sebelah darat ia berkenan , dengan jabatan berlainan , Berma melihat bagai makanan | Ke belakang Siam .....	non-nominal	root
1820s	gembira	verses	Zub 88:4a	... wangkang , sudah berjanji teguh sudah dikata , kemudian dijual segala harta , lalu diikat tangannya ke belakang , ditarik turun tunggang langgang. | Rupanya hulubalang sangat gembira, nakhoda dimasukkan ke dalam penjara , dipasang rantai seperti kera , Cina sekalian habislah cedera. | Cincu menangis di dalam pasung , sambil berserukan Tuk Pekong ,.....	non-nominal	root
1820s	gembira	verses	Zub 270:2a	bertetak pedang. | Berperanglah askar beramuk-amukan , gemparnya tidak lagi terperikan , cokmar dan besi yang dipalukan , lasykar Cina yang diserbukan. | Segala hulubalang amat gembira, masuk mengamuk ke dalam tentera , kedua pihak samalah cedera , berpalukan cokmar berlontarkan cakra. | Ada yang berpalukan dengan gadanya , ada yang bertikam dengan ......	non-nominal	root
1820s	gembira	verses	Zub 296:3a	.. ditahankannya. | Tidaklah ia hendak menahan , amuk Islam tidaklah tertahan , jauh dan dekat semuanya dibahan , mana yang berkuda ditarik-tarikan. | Pahlawan keempat sangatlah gembira, memacu kuda dengan segeranya , beraninya tidak lagi terkira , seperti kilat mercu udara. | Adi pahlawan pendekar segala , masuk mengamuk sama setala , lakonnya seperti ...	non-nominal	root
